,local_loss,test_loss
5300,75.1168212890625,76.18809509277344
12000,105.97974395751952,106.14889526367188
18200,50.1546516418457,51.5304183959961
23300,73.92018127441406,73.90876007080078
27800,53.18396377563477,54.18878936767578
31900,112.52748107910156,112.61679077148438
37300,151.19039916992188,150.7732391357422
43600,103.43865203857422,102.57847595214844
50500,114.72626495361328,114.1594696044922
55200,110.7977523803711,111.39976501464844
64000,124.61776733398438,124.50169372558594
69700,105.31478118896484,104.58995819091795
74100,98.41646575927734,98.51394653320312
80800,93.18692016601562,92.92352294921876
87500,94.81697845458984,94.83462524414062
92500,94.03724670410156,94.51769256591795
100700,94.69414520263672,94.740234375
107100,97.73102569580078,98.73871612548828
114700,116.33235168457031,116.69011688232422
119200,107.32219696044922,107.38214874267578
124500,93.67405700683594,93.07099151611328
131400,46.74528121948242,46.74053192138672
137900,114.07886505126952,112.88851165771484
142500,132.02317810058594,131.9483642578125
146400,66.545654296875,65.82418823242189
153200,84.02375030517578,84.46111297607422
158600,85.62496948242188,86.54095458984375
164900,120.36095428466795,119.34536743164062
171100,77.1877670288086,76.71952819824219
176200,118.72798919677734,118.76519012451172
182000,102.77201080322266,103.0478515625
188100,104.74272918701172,104.35970306396484
195500,129.88862609863278,131.21527099609378
200600,88.35474395751953,88.63433074951172
208100,121.5370864868164,121.63233947753906
213100,102.74114990234376,102.1489715576172
219200,77.95169830322266,78.14090728759766
225300,52.96981430053711,52.67214584350586
231400,52.514427185058594,52.98032760620117
236600,123.02207946777344,123.46888732910156
241300,121.6315689086914,120.9304428100586
247500,95.1008758544922,96.52111053466795
253200,114.1734619140625,112.86176300048828
258300,82.72296905517578,82.32303619384766
263900,120.20621490478516,119.52197265625
272900,99.92642974853516,100.39002990722656
276500,140.76312255859375,141.29376220703125
283500,63.4012565612793,63.51205825805664
287200,88.94742584228516,88.51294708251953
292700,142.35462951660156,142.97412109375
301300,86.05747985839844,86.22566223144531
309800,90.10548400878906,89.80101013183594
314900,97.91634368896484,99.03053283691406
321100,130.63169860839844,130.63758850097656
327000,102.20630645751952,101.5488052368164
330700,58.46052551269531,58.36167907714844
335000,106.41348266601562,105.60053253173828
340200,86.53547668457031,86.04862213134766
345600,133.47648620605472,133.68272399902344
352500,88.79458618164062,88.27117156982422
360900,130.47894287109378,129.66606140136722
365700,91.10418701171876,92.8174819946289
369700,106.79959106445312,107.53648376464844
373800,86.4653091430664,86.05121612548828
378100,92.87767028808594,93.4974365234375
382300,103.90796661376952,103.33252716064452
386700,119.93325805664062,119.27312469482422
393800,125.31974029541016,125.22591400146484
397400,91.67105865478516,91.845458984375
404700,93.19920349121094,93.2591552734375
412600,56.8266487121582,57.60530090332031
420200,97.63655853271484,97.74665832519531
424700,102.13553619384766,102.11546325683594
428300,105.02165985107422,105.53827667236328
434800,106.51560974121094,107.83528900146484
439500,96.9597625732422,96.14234161376952
445000,123.1155242919922,124.23665618896484
449200,150.3981475830078,150.46075439453125
454400,144.38900756835938,144.28807067871094
458300,89.81754302978516,91.07102966308594
467600,128.48263549804688,127.9573211669922
472800,116.58845520019531,117.75534057617188
476300,78.56918334960938,79.1319808959961
480900,102.30745697021484,103.09365844726562
487100,113.99107360839844,112.69255828857422
493000,88.44900512695312,87.64480590820312
496500,78.48351287841797,78.41121673583984
500900,128.09245300292972,128.0413818359375
509800,113.98111724853516,114.30874633789062
518600,86.17091369628906,85.93575286865234
525500,127.87557220458984,127.3443832397461
530600,101.0409164428711,99.39302825927734
538600,101.34065246582031,101.70921325683594
547500,127.38997650146484,127.85025787353516
551000,77.32524108886719,78.46510314941406
558700,123.11591339111328,122.3964614868164
566600,84.45480346679688,85.51618957519531
573200,146.04425048828125,146.31431579589844
579500,106.05992889404295,106.03948974609376
586400,113.61833953857422,113.19277954101562
