,local_loss,test_loss
6600,62.27764511108398,62.22519302368164
16700,89.71893310546875,89.36959075927734
20800,34.304977416992195,32.516807556152344
28600,57.11972427368164,58.1314811706543
33600,41.99393844604492,40.2621955871582
43900,102.25823974609376,101.08637237548828
49300,137.69461059570312,136.61781311035156
56400,85.33280181884766,85.40203094482422
69300,95.66841888427734,96.048583984375
74900,101.65650939941406,100.2576141357422
83200,108.56241607666016,108.74602508544922
90000,79.78302001953125,79.02181243896484
98400,80.5315170288086,80.98771667480469
106000,72.32372283935547,72.35979461669922
114300,94.28316497802734,93.83908081054688
120900,79.81432342529297,79.95160675048828
134100,85.11345672607422,85.19242095947266
143200,74.2626724243164,73.94463348388672
150700,96.58844757080078,96.25983428955078
156700,83.27867126464844,84.37358856201172
164400,74.75176239013672,73.88258361816406
169700,36.33710861206055,35.49760055541992
178300,98.74769592285156,99.32733917236328
187300,114.90602111816406,115.31173706054688
195000,62.10824203491211,61.454490661621094
205600,72.91040802001953,72.20561218261719
213500,69.17404937744139,69.50203704833984
219800,103.66887664794922,104.43074035644531
225300,70.52916717529297,70.87078094482422
231700,103.00434112548828,103.36640167236328
240200,89.58010864257812,89.15630340576172
246400,91.01536560058594,91.5452880859375
251100,117.57035064697266,116.45428466796876
257900,76.33602905273438,76.72062683105469
264000,96.48003387451172,98.57740020751952
270400,86.44017028808594,86.61125183105469
276700,59.78414535522461,59.15683364868164
285100,36.95669555664063,36.67776870727539
291400,40.174564361572266,40.90481948852539
300300,108.66007232666016,108.88337707519531
312800,102.52732849121094,102.63748168945312
321300,77.62907409667969,76.76952362060547
328300,91.62773895263672,92.52392578125
335200,63.11835861206055,63.19021224975586
345500,107.14529418945312,108.2441177368164
348700,85.67272186279297,87.62199401855469
354300,119.60140991210938,118.06298828125
359300,53.52373886108398,53.88911056518555
367200,72.30453491210938,70.67359161376953
374500,117.73148345947266,118.90811920166016
382000,86.14435577392578,85.77093505859375
388300,69.19218444824219,70.77951049804688
396700,87.07707214355469,87.37654113769531
404700,94.31484985351562,92.9416961669922
412800,83.90863800048828,84.22035217285156
421100,50.19390106201172,49.10538101196289
430000,88.05107879638672,88.91966247558594
441900,69.75045776367189,69.82998657226561
447700,110.322509765625,110.99407958984376
454100,72.34548950195312,72.94549560546875
465400,114.13484191894531,114.65132904052734
473000,76.64960479736328,77.51258087158203
484800,90.12877655029295,89.87921905517578
492000,69.68126678466797,71.73794555664062
496600,77.7790298461914,77.68477630615234
502400,92.03693389892578,92.50648498535156
517200,106.9833984375,106.9683074951172
524600,110.16886138916016,110.00638580322266
533500,74.2789077758789,74.66117095947266
538600,73.99064636230469,73.93165588378906
543200,47.22608947753906,46.44859313964844
550000,80.55524444580078,80.33271026611328
555700,85.4231948852539,85.81407165527344
562100,96.65381622314452,95.84046936035156
569900,95.89346313476562,96.34793090820312
575700,85.50269317626953,85.81007385253906
588600,100.74853515625,101.40431213378906
596100,123.07562255859376,123.07378387451172
602100,138.87712097167972,138.21012878417972
606500,69.95083618164061,69.9847412109375
616700,109.96922302246094,110.30380249023438
625100,93.16796875,93.39803314208984
631100,61.09722137451172,61.56841659545898
639500,92.32275390625,93.0283203125
644300,96.80476379394531,95.74335479736328
650200,63.81293487548828,63.70635604858398
658300,72.27238464355469,71.58759307861328
666000,112.04019927978516,112.81521606445312
674700,106.44458770751952,107.27947998046876
684400,82.75325012207031,83.27085876464844
693400,116.47901916503906,117.35646057128906
702700,84.86603546142578,86.23117065429688
709100,83.42323303222656,83.5008773803711
718100,102.80056762695312,103.10476684570312
726600,71.26771545410156,72.6023941040039
734100,120.01656341552734,118.13762664794922
740300,73.62706756591797,74.26255798339844
750500,109.34800720214844,109.5604248046875
758600,83.51673889160156,83.85599517822266
763600,98.61144256591797,98.87337493896484
