,local_loss,test_loss
7100,84.62898254394531,83.52665710449219
12100,86.08683776855469,85.77104949951172
21700,78.27997589111328,78.30887603759766
27800,93.8954849243164,94.03921508789062
35100,42.06853485107422,40.78787612915039
41900,98.16677856445312,96.79792785644531
49100,56.18239212036133,55.79703903198242
56600,113.36907196044922,114.29975128173828
64000,83.74211883544922,82.83162689208984
69300,116.38510131835938,117.3569564819336
74900,73.00495147705078,72.54059600830078
83300,82.24063110351562,81.9923095703125
89800,75.87445068359375,76.17051696777344
98500,69.59227752685547,70.20311737060547
109700,77.03286743164062,78.18589782714844
118900,109.80384826660156,109.26065826416016
124500,72.18705749511719,72.57806396484375
135200,93.45093536376952,94.86433410644531
138600,97.1824188232422,96.68513488769531
146500,84.1981430053711,83.84953308105469
155000,112.40702056884766,113.3644790649414
162400,42.222206115722656,40.89739990234375
172900,93.59577178955078,94.23296356201172
180400,49.37119674682617,48.32158279418945
190200,113.35530853271484,112.14861297607422
196000,70.91720581054688,71.5718994140625
202000,103.8346176147461,103.74864959716795
208400,80.61763763427734,79.81502532958984
219300,74.21914672851562,72.81963348388672
227300,108.43539428710938,108.05838012695312
234000,122.55277252197266,122.73634338378906
240100,86.9423828125,88.04367065429688
247400,65.39601135253906,64.86402893066406
253300,99.04566955566406,100.32009887695312
259800,82.82823181152344,83.568115234375
266700,53.678611755371094,53.6093978881836
273000,113.1359634399414,112.73856353759766
281200,85.50074005126953,86.04084014892578
291400,68.44384002685547,69.12358856201172
297400,40.24092102050781,40.00345230102539
303300,81.16361999511719,81.29878997802734
308700,87.8878173828125,88.54802703857422
315100,79.14231872558594,80.71662902832031
324200,90.9935531616211,89.4977798461914
329700,86.92090606689453,86.36029815673828
338600,86.47164916992188,86.16056823730469
348700,72.00370788574219,73.55699920654297
355800,96.3539047241211,95.70054626464844
361100,106.89016723632812,105.97681427001952
367200,47.58076095581055,46.73619079589844
379100,109.37421417236328,109.47863006591795
385800,74.18310546875,74.36434173583984
391700,80.6702651977539,80.14876556396484
397700,65.63777923583984,65.90804290771484
404800,93.26520538330078,93.06037139892578
410600,109.0700454711914,109.45355224609376
419000,76.70608520507812,77.50118255615234
430400,77.92503356933594,78.41908264160156
436600,93.61437225341795,93.5635757446289
441800,100.22946166992188,100.8560562133789
449500,103.63434600830078,102.91927337646484
455800,82.59339904785156,83.14787292480469
461600,90.77383422851562,90.69944763183594
467800,36.959556579589844,36.48156356811523
473100,110.14739990234376,109.6371078491211
477600,106.3260726928711,104.98834991455078
487400,81.32540130615234,81.14559173583984
495400,59.37692642211914,59.07994079589844
503400,100.9134521484375,101.39683532714844
510100,102.883544921875,103.24396514892578
518900,50.54504776000977,51.21129608154297
523400,83.68440246582031,82.63282012939453
535200,99.33954620361328,99.16034698486328
550600,107.15180206298828,107.44882202148438
559400,78.58455657958984,78.7166748046875
569700,65.38791656494139,65.20746612548828
574800,107.60416412353516,107.3524169921875
582800,97.15349578857422,97.31431579589844
594800,83.50369262695312,83.43913269042969
601200,70.588623046875,70.88499450683594
607700,116.00055694580078,116.00617218017578
612400,75.76445007324219,76.41106414794922
618400,111.94264221191406,112.20044708251952
625000,50.525169372558594,50.92624282836914
632300,44.129478454589844,43.53011703491211
642600,96.3813247680664,96.14812469482422
648700,64.75740051269531,66.10220336914061
658500,84.93020629882812,84.16531372070312
667200,71.15703582763672,70.58014678955078
671100,67.25540924072266,67.71025085449219
677100,88.47727966308594,88.0054702758789
685000,85.70568084716797,85.87213897705078
690800,81.66294860839844,83.2355728149414
697800,107.56038665771484,107.19930267333984
704000,105.19384765625,105.8738250732422
712700,92.4534912109375,92.20523834228516
720400,95.59495544433594,95.40508270263672
730900,131.09793090820312,132.341552734375
736200,63.43829345703125,63.84433364868164
742300,98.63663482666016,97.25447082519531
