,local_loss,test_loss
6600,61.522361755371094,61.57580947875977
15700,88.00729370117188,87.6581802368164
23300,33.44493865966797,33.42356491088867
33300,56.269569396972656,56.73597717285156
44700,40.213111877441406,39.57254028320313
50400,93.97086334228516,94.56452941894531
59500,105.39542388916016,104.51626586914062
64100,79.7440185546875,78.28703308105469
71000,92.46627044677734,91.8191375732422
80900,97.7898941040039,96.93106079101562
89900,99.941162109375,100.13156127929688
98500,76.77932739257812,75.49563598632812
110200,78.50690460205078,78.31378936767578
117500,71.48871612548828,71.124267578125
126700,81.44402313232422,82.02523040771484
134100,77.04994201660156,77.09397888183594
145800,82.36796569824219,82.35105895996094
150800,73.14031982421875,72.25906372070312
161000,86.32682800292969,86.0092544555664
170600,82.25411987304688,83.26810455322266
176200,77.80345916748047,77.83445739746094
186200,34.72037506103516,34.66968536376953
194500,97.12578582763672,98.26761627197266
202100,104.1125259399414,104.26239776611328
207600,61.849609375,62.40354537963867
216600,65.80302429199219,64.55255889892578
226700,72.14714813232422,73.21822357177734
231600,97.1229476928711,96.56707000732422
239600,69.80908966064453,69.2481689453125
249000,99.15618896484376,97.15647888183594
254600,90.06928253173828,89.99024963378906
259600,90.27003479003906,89.61507415771484
268000,108.74267578125,109.0375747680664
274900,73.5367431640625,72.62708282470703
280900,83.06797790527344,83.69943237304688
288800,85.46589660644531,85.08230590820312
294000,58.08496856689453,58.23701858520508
299000,37.28398513793945,36.29692459106445
307500,39.57633590698242,39.52580642700195
314900,100.72689056396484,100.85386657714844
318800,101.85028839111328,102.18511199951172
327400,74.22535705566406,75.5613784790039
336500,85.43907928466797,85.93355560302734
347700,61.1575813293457,61.60691452026367
354100,99.19583129882812,99.19158935546876
362600,75.37080383300781,76.64717102050781
371600,113.52864074707031,113.75335693359376
378700,54.15691375732422,54.19491195678711
388800,69.75309753417969,69.10894775390625
397700,110.59751892089844,110.28224182128906
404700,82.5703125,83.10299682617188
412800,71.52371215820312,72.0103530883789
423200,83.45921325683594,83.6777114868164
433100,86.7176513671875,87.3851318359375
441900,81.25325012207031,82.11058044433594
448600,50.25379180908203,50.63539123535156
456800,89.39380645751953,88.76625061035156
469900,68.63640594482422,69.03952789306639
479300,101.9902801513672,101.88072204589844
486900,71.79117584228516,70.88955688476562
496300,101.51797485351562,103.63002014160156
503500,77.21613311767578,78.40592956542969
508500,87.59480285644531,87.36537170410156
513000,68.58248138427734,68.14443969726561
519000,75.55781555175781,75.00432586669922
529900,92.26964569091795,90.73240661621094
538200,103.03731536865234,101.99290466308594
545000,105.2914047241211,104.49871063232422
555700,73.86226654052734,73.0217056274414
561200,76.05985260009766,76.61155700683594
570000,46.95968627929688,46.55009841918945
574300,80.37899017333984,82.56031036376953
581000,83.0605239868164,82.10111236572266
591400,91.16658020019531,91.36189270019531
599800,91.19007873535156,91.369873046875
606900,82.82742309570312,81.92306518554688
612700,87.88811492919922,87.41873931884766
625100,117.33050537109376,118.86980438232422
631600,125.02781677246094,125.60830688476562
641000,70.12574768066406,68.93112182617189
651900,105.56963348388672,105.9071273803711
658100,89.94023132324219,90.30581665039062
664700,63.17449951171875,64.61492156982422
671700,89.45249938964844,89.27574157714844
678300,93.4775390625,94.4085693359375
686100,65.46175384521484,64.13395690917969
694600,69.2347412109375,70.40931701660156
702300,98.32435607910156,97.7340316772461
708400,98.984375,98.2688980102539
715400,79.63237762451172,79.26475524902344
722100,105.1209945678711,105.71733856201172
729100,84.90505981445312,85.25628662109375
735800,81.96359252929688,82.45101165771484
742400,101.13243865966795,101.09765625
747900,70.01877593994139,71.15447998046875
757200,107.383056640625,108.59970092773438
765100,71.52503967285156,70.22289276123047
775300,103.92220306396484,104.20755767822266
785200,76.19313049316406,75.76788330078125
796700,91.87796783447266,92.86753845214844
